CVE	Problem 
CVE-2005-4021	NVD-CWE-Other
CVE-2005-4022	NVD-CWE-Other
CVE-2005-4023	NVD-CWE-Other
CVE-2005-4024	NVD-CWE-Other
CVE-2005-4025	NVD-CWE-Other
CVE-2005-4026	NVD-CWE-Other
CVE-2005-4027	CWE-89
CVE-2005-4028	NVD-CWE-Other
CVE-2005-4029	NVD-CWE-Other
CVE-2005-4030	NVD-CWE-Other
CVE-2005-4031	NVD-CWE-Other
CVE-2005-4032	NVD-CWE-Other
CVE-2005-4033	NVD-CWE-Other
CVE-2005-4034	NVD-CWE-Other
CVE-2005-4035	NVD-CWE-Other
CVE-2005-4036	NVD-CWE-Other
CVE-2005-4037	NVD-CWE-Other
CVE-2005-4038	NVD-CWE-Other
CVE-2005-4039	NVD-CWE-Other
CVE-2005-4040	CWE-89
CVE-2005-4041	NVD-CWE-Other
CVE-2005-4042	NVD-CWE-Other
CVE-2005-4043	NVD-CWE-Other
CVE-2005-4044	NVD-CWE-Other
CVE-2005-4045	NVD-CWE-noinfo
CVE-2005-4046	NVD-CWE-Other
CVE-2005-4047	NVD-CWE-Other
CVE-2005-4048	CWE-119
CVE-2005-4049	NVD-CWE-Other
CVE-2005-4050	NVD-CWE-Other
CVE-2005-4051	NVD-CWE-Other
CVE-2005-4052	NVD-CWE-Other
CVE-2005-4053	NVD-CWE-Other
CVE-2005-4054	NVD-CWE-Other
CVE-2005-4055	NVD-CWE-Other
CVE-2005-4056	NVD-CWE-Other
CVE-2005-4057	NVD-CWE-Other
CVE-2005-4058	CWE-89
CVE-2005-4059	NVD-CWE-Other
CVE-2005-4060	CWE-79
CVE-2005-4061	NVD-CWE-Other
CVE-2005-4062	NVD-CWE-Other
CVE-2005-4063	NVD-CWE-Other
CVE-2005-4064	NVD-CWE-Other
CVE-2005-4065	NVD-CWE-Other
CVE-2005-4066	CWE-310
CVE-2005-4068	NVD-CWE-Other
CVE-2005-4069	CWE-264
CVE-2005-4071	CWE-89
CVE-2005-4072	NVD-CWE-Other
CVE-2005-4073	CWE-89
CVE-2005-4074	NVD-CWE-Other
CVE-2005-4075	NVD-CWE-Other
CVE-2005-4076	NVD-CWE-Other
CVE-2005-4077	CWE-189
CVE-2005-4078	NVD-CWE-Other
CVE-2005-4079	NVD-CWE-Other
CVE-2005-4080	NVD-CWE-Other
CVE-2005-4081	NVD-CWE-Other
CVE-2005-4082	NVD-CWE-Other
CVE-2005-4083	NVD-CWE-Other
CVE-2005-4084	NVD-CWE-Other
CVE-2005-4085	NVD-CWE-Other
CVE-2005-4086	NVD-CWE-Other
CVE-2005-4087	NVD-CWE-Other
CVE-2005-4088	NVD-CWE-Other
CVE-2005-4089	CWE-264
CVE-2005-4090	NVD-CWE-Other
CVE-2005-4091	NVD-CWE-Other
CVE-2005-4092	CWE-119
CVE-2005-4093	CWE-264
CVE-2005-4094	NVD-CWE-Other
CVE-2005-4095	NVD-CWE-Other
CVE-2005-4126	NVD-CWE-Other
CVE-2005-4130	NVD-CWE-Other
CVE-2005-4131	NVD-CWE-noinfo
CVE-2005-4132	NVD-CWE-Other
CVE-2005-4133	NVD-CWE-Other
CVE-2005-4134	NVD-CWE-Other
CVE-2005-4135	NVD-CWE-Other
CVE-2005-4136	NVD-CWE-Other
CVE-2005-4137	NVD-CWE-Other
CVE-2005-4138	NVD-CWE-Other
CVE-2005-4139	NVD-CWE-Other
CVE-2005-4140	NVD-CWE-Other
CVE-2005-4141	NVD-CWE-Other
CVE-2005-4142	NVD-CWE-Other
CVE-2005-4143	NVD-CWE-Other
CVE-2005-4144	NVD-CWE-Other
CVE-2005-4145	NVD-CWE-Other
CVE-2005-4146	NVD-CWE-Other
CVE-2005-4147	NVD-CWE-Other
CVE-2005-4148	NVD-CWE-Other
CVE-2005-4149	NVD-CWE-Other
CVE-2005-4150	NVD-CWE-Other
CVE-2005-4151	NVD-CWE-Other
CVE-2005-4152	NVD-CWE-Other
CVE-2005-4153	NVD-CWE-Other
CVE-2005-4154	NVD-CWE-noinfo
CVE-2005-4155	NVD-CWE-Other
CVE-2005-4156	NVD-CWE-Other
CVE-2005-4157	NVD-CWE-Other
CVE-2005-4158	NVD-CWE-Other
CVE-2005-4159	NVD-CWE-Other
CVE-2005-4160	NVD-CWE-Other
CVE-2005-4161	CWE-79
CVE-2005-4162	NVD-CWE-Other
CVE-2005-4163	NVD-CWE-Other
CVE-2005-4164	NVD-CWE-Other
CVE-2005-4165	NVD-CWE-Other
CVE-2005-4166	NVD-CWE-Other
CVE-2005-4167	NVD-CWE-Other
CVE-2005-4168	NVD-CWE-Other
CVE-2005-4169	NVD-CWE-Other
CVE-2005-4170	NVD-CWE-Other
CVE-2005-4171	NVD-CWE-Other
CVE-2005-4172	NVD-CWE-Other
CVE-2005-4173	NVD-CWE-Other
CVE-2005-4174	NVD-CWE-Other
CVE-2005-4175	NVD-CWE-Other
CVE-2005-4176	NVD-CWE-Other
CVE-2005-4177	NVD-CWE-Other
CVE-2005-4178	NVD-CWE-Other
CVE-2005-4189	NVD-CWE-Other
CVE-2005-4190	CWE-79
CVE-2005-4191	NVD-CWE-Other
CVE-2005-4192	NVD-CWE-Other
CVE-2005-4193	NVD-CWE-Other
CVE-2005-4194	NVD-CWE-Other
CVE-2005-4195	CWE-89
CVE-2005-4196	NVD-CWE-Other
CVE-2005-4197	NVD-CWE-Other
CVE-2005-4198	CWE-89
CVE-2005-4199	CWE-89
CVE-2005-4200	NVD-CWE-noinfo
CVE-2005-4201	NVD-CWE-Other
CVE-2005-4202	NVD-CWE-Other
CVE-2005-4203	NVD-CWE-Other
CVE-2005-4204	NVD-CWE-Other
CVE-2005-4205	NVD-CWE-Other
CVE-2005-4206	NVD-CWE-Other
CVE-2005-4207	NVD-CWE-Other
CVE-2005-4208	NVD-CWE-Other
CVE-2005-4209	CWE-94
CVE-2005-4210	NVD-CWE-Other
CVE-2005-4211	NVD-CWE-Other
CVE-2005-4212	NVD-CWE-Other
CVE-2005-4213	NVD-CWE-Other
CVE-2005-4214	CWE-200
CVE-2005-4215	NVD-CWE-Other
CVE-2005-4216	NVD-CWE-Other
CVE-2005-4217	CWE-264
CVE-2005-4218	NVD-CWE-Other
CVE-2005-4219	NVD-CWE-Other
CVE-2005-4220	CWE-119
CVE-2005-4221	NVD-CWE-Other
CVE-2005-4222	NVD-CWE-Other
CVE-2005-4223	NVD-CWE-Other
CVE-2005-4224	NVD-CWE-Other
CVE-2005-4225	NVD-CWE-Other
CVE-2005-4226	NVD-CWE-Other
CVE-2005-4227	NVD-CWE-Other
CVE-2005-4228	CWE-89
CVE-2005-4229	NVD-CWE-Other
CVE-2005-4230	NVD-CWE-Other
CVE-2005-4231	NVD-CWE-Other
CVE-2005-4232	CWE-89
CVE-2005-4233	NVD-CWE-Other
CVE-2005-4234	NVD-CWE-Other
CVE-2005-4235	NVD-CWE-Other
CVE-2005-4236	NVD-CWE-Other
CVE-2005-4237	NVD-CWE-Other
CVE-2005-4238	NVD-CWE-Other
CVE-2005-4239	NVD-CWE-Other
CVE-2005-4240	NVD-CWE-Other
CVE-2005-4241	NVD-CWE-Other
CVE-2005-4242	NVD-CWE-Other
CVE-2005-4243	NVD-CWE-Other
CVE-2005-4244	CWE-89
CVE-2005-4245	CWE-79
CVE-2005-4246	CWE-89
CVE-2005-4247	CWE-79
CVE-2005-4248	NVD-CWE-Other
CVE-2005-4249	NVD-CWE-Other
CVE-2005-4250	NVD-CWE-Other
CVE-2005-4251	NVD-CWE-Other
CVE-2005-4252	NVD-CWE-Other
CVE-2005-4253	NVD-CWE-Other
CVE-2005-4254	NVD-CWE-Other
CVE-2005-4255	NVD-CWE-Other
CVE-2005-4256	NVD-CWE-Other
CVE-2005-4257	NVD-CWE-Other
CVE-2005-4258	NVD-CWE-Other
CVE-2005-4259	NVD-CWE-Other
CVE-2005-4260	NVD-CWE-Other
CVE-2005-4261	NVD-CWE-Other
CVE-2005-4262	NVD-CWE-Other
CVE-2005-4263	CWE-89
CVE-2005-4264	NVD-CWE-Other
CVE-2005-4266	NVD-CWE-Other
CVE-2005-4267	CWE-119
CVE-2005-4268	CWE-119
CVE-2005-4269	NVD-CWE-Other
CVE-2005-4270	NVD-CWE-Other
CVE-2005-4271	NVD-CWE-Other
CVE-2005-4272	NVD-CWE-Other
CVE-2005-4273	NVD-CWE-noinfo
CVE-2005-4274	NVD-CWE-Other
CVE-2005-4275	NVD-CWE-Other
CVE-2005-4276	NVD-CWE-Other
CVE-2005-4277	NVD-CWE-Other
CVE-2005-4278	NVD-CWE-Other
CVE-2005-4279	NVD-CWE-Other
CVE-2005-4280	NVD-CWE-Other
CVE-2005-4281	NVD-CWE-Other
CVE-2005-4282	NVD-CWE-Other
CVE-2005-4283	NVD-CWE-Other
CVE-2005-4284	NVD-CWE-Other
CVE-2005-4285	NVD-CWE-Other
CVE-2005-4286	NVD-CWE-Other
CVE-2005-4287	NVD-CWE-Other
CVE-2005-4288	NVD-CWE-Other
CVE-2005-4289	NVD-CWE-Other
CVE-2005-4290	NVD-CWE-Other
CVE-2005-4291	NVD-CWE-Other
CVE-2005-4292	NVD-CWE-Other
CVE-2005-4293	NVD-CWE-Other
CVE-2005-4294	NVD-CWE-Other
CVE-2005-4295	NVD-CWE-Other
CVE-2005-4296	NVD-CWE-Other
CVE-2005-4297	NVD-CWE-Other
CVE-2005-4298	NVD-CWE-Other
CVE-2005-4299	NVD-CWE-Other
CVE-2005-4300	NVD-CWE-Other
CVE-2005-4301	NVD-CWE-Other
CVE-2005-4302	NVD-CWE-Other
CVE-2005-4303	NVD-CWE-Other
CVE-2005-4304	NVD-CWE-Other
CVE-2005-4305	NVD-CWE-Other
CVE-2005-4306	NVD-CWE-Other
CVE-2005-4307	NVD-CWE-Other
CVE-2005-4308	NVD-CWE-Other
CVE-2005-4309	NVD-CWE-Other
CVE-2005-4310	NVD-CWE-Other
CVE-2005-4311	NVD-CWE-Other
CVE-2005-4312	NVD-CWE-Other
CVE-2005-4313	NVD-CWE-Other
CVE-2005-4314	NVD-CWE-Other
CVE-2005-4315	CWE-89
CVE-2005-4316	NVD-CWE-Other
CVE-2005-4317	NVD-CWE-Other
CVE-2005-4318	NVD-CWE-Other
CVE-2005-4319	NVD-CWE-Other
CVE-2005-4320	CWE-200
CVE-2005-4321	NVD-CWE-Other
CVE-2005-4322	NVD-CWE-Other
CVE-2005-4323	NVD-CWE-Other
CVE-2005-4324	NVD-CWE-Other
CVE-2005-4325	NVD-CWE-Other
CVE-2005-4326	NVD-CWE-Other
CVE-2005-4327	NVD-CWE-Other
CVE-2005-4328	NVD-CWE-Other
CVE-2005-4329	NVD-CWE-Other
CVE-2005-4330	NVD-CWE-Other
CVE-2005-4331	NVD-CWE-Other
CVE-2005-4332	NVD-CWE-Other
CVE-2005-4333	NVD-CWE-Other
CVE-2005-4334	NVD-CWE-Other
CVE-2005-4335	NVD-CWE-Other
CVE-2005-4336	NVD-CWE-Other
CVE-2005-4337	NVD-CWE-Other
CVE-2005-4338	NVD-CWE-Other
CVE-2005-4339	NVD-CWE-Other
CVE-2005-4341	NVD-CWE-Other
CVE-2005-4342	NVD-CWE-Other
CVE-2005-4343	NVD-CWE-Other
CVE-2005-4344	NVD-CWE-Other
CVE-2005-4345	NVD-CWE-Other
CVE-2005-4346	NVD-CWE-Other
CVE-2005-4347	NVD-CWE-Other
CVE-2005-4348	CWE-399
CVE-2005-4349	CWE-89
CVE-2005-4350	NVD-CWE-Other
CVE-2005-4351	NVD-CWE-Other
CVE-2005-4352	NVD-CWE-Other
CVE-2005-4353	NVD-CWE-Other
CVE-2005-4354	NVD-CWE-Other
CVE-2005-4355	NVD-CWE-Other
CVE-2005-4356	NVD-CWE-Other
CVE-2005-4357	NVD-CWE-Other
CVE-2005-4358	NVD-CWE-Other
CVE-2005-4359	NVD-CWE-Other
CVE-2005-4360	CWE-20
CVE-2005-4361	NVD-CWE-Other
CVE-2005-4362	NVD-CWE-Other
CVE-2005-4363	NVD-CWE-Other
CVE-2005-4364	NVD-CWE-Other
CVE-2005-4365	NVD-CWE-Other
CVE-2005-4366	NVD-CWE-Other
CVE-2005-4367	NVD-CWE-Other
CVE-2005-4368	CWE-200
CVE-2005-4369	NVD-CWE-Other
CVE-2005-4370	NVD-CWE-Other
CVE-2005-4371	NVD-CWE-Other
CVE-2005-4372	NVD-CWE-Other
CVE-2005-4373	NVD-CWE-Other
CVE-2005-4374	NVD-CWE-Other
CVE-2005-4375	NVD-CWE-Other
CVE-2005-4376	NVD-CWE-Other
CVE-2005-4377	NVD-CWE-Other
CVE-2005-4378	NVD-CWE-Other
CVE-2005-4379	NVD-CWE-Other
CVE-2005-4380	CWE-89
CVE-2005-4381	NVD-CWE-Other
CVE-2005-4382	CWE-89
CVE-2005-4383	NVD-CWE-Other
CVE-2005-4384	NVD-CWE-Other
CVE-2005-4385	NVD-CWE-Other
CVE-2005-4386	CWE-79
CVE-2005-4387	NVD-CWE-Other
CVE-2005-4388	NVD-CWE-Other
CVE-2005-4389	NVD-CWE-Other
CVE-2005-4390	NVD-CWE-Other
CVE-2005-4391	NVD-CWE-Other
CVE-2005-4392	NVD-CWE-Other
CVE-2005-4393	NVD-CWE-Other
CVE-2005-4394	NVD-CWE-Other
CVE-2005-4395	NVD-CWE-Other
CVE-2005-4396	NVD-CWE-Other
CVE-2005-4397	NVD-CWE-Other
CVE-2005-4398	NVD-CWE-Other
CVE-2005-4399	NVD-CWE-Other
CVE-2005-4400	NVD-CWE-Other
CVE-2005-4401	NVD-CWE-Other
CVE-2005-4402	NVD-CWE-Other
CVE-2005-4403	NVD-CWE-Other
CVE-2005-4404	NVD-CWE-Other
CVE-2005-4405	NVD-CWE-Other
CVE-2005-4406	NVD-CWE-Other
CVE-2005-4407	NVD-CWE-Other
CVE-2005-4408	NVD-CWE-Other
CVE-2005-4409	NVD-CWE-Other
CVE-2005-4410	NVD-CWE-Other
CVE-2005-4411	NVD-CWE-Other
CVE-2005-4412	NVD-CWE-Other
CVE-2005-4413	NVD-CWE-Other
CVE-2005-4414	NVD-CWE-Other
CVE-2005-4415	NVD-CWE-Other
CVE-2005-4416	NVD-CWE-Other
CVE-2005-4417	NVD-CWE-Other
CVE-2005-4418	NVD-CWE-Other
CVE-2005-4419	NVD-CWE-Other
CVE-2005-4420	NVD-CWE-Other
CVE-2005-4421	NVD-CWE-Other
CVE-2005-4422	NVD-CWE-Other
CVE-2005-4423	NVD-CWE-Other
CVE-2005-4424	NVD-CWE-Other
CVE-2005-4425	NVD-CWE-Other
CVE-2005-4426	NVD-CWE-Other
CVE-2005-4427	NVD-CWE-Other
CVE-2005-4428	NVD-CWE-Other
CVE-2005-4429	NVD-CWE-Other
CVE-2005-4430	NVD-CWE-Other
CVE-2005-4431	NVD-CWE-Other
CVE-2005-4432	NVD-CWE-Other
CVE-2005-4433	NVD-CWE-Other
CVE-2005-4434	NVD-CWE-Other
CVE-2005-4435	NVD-CWE-Other
CVE-2005-4436	NVD-CWE-Other
CVE-2005-4437	NVD-CWE-Other
CVE-2005-4438	NVD-CWE-Other
CVE-2005-4439	NVD-CWE-Other
CVE-2005-4440	NVD-CWE-Other
CVE-2005-4441	NVD-CWE-Other
CVE-2005-4442	NVD-CWE-Other
CVE-2005-4443	NVD-CWE-Other
CVE-2005-4444	CWE-119
CVE-2005-4445	NVD-CWE-Other
CVE-2005-4446	NVD-CWE-Other
CVE-2005-4447	NVD-CWE-Other
CVE-2005-4448	NVD-CWE-Other
CVE-2005-4449	NVD-CWE-Other
CVE-2005-4450	NVD-CWE-Other
CVE-2005-4451	NVD-CWE-Other
CVE-2005-4452	NVD-CWE-Other
CVE-2005-4453	NVD-CWE-Other
CVE-2005-4454	NVD-CWE-Other
CVE-2005-4455	NVD-CWE-Other
CVE-2005-4456	NVD-CWE-Other
CVE-2005-4457	NVD-CWE-Other
CVE-2005-4458	NVD-CWE-Other
CVE-2005-4459	CWE-119
CVE-2005-4460	NVD-CWE-Other
CVE-2005-4461	NVD-CWE-Other
CVE-2005-4462	NVD-CWE-Other
CVE-2005-4463	NVD-CWE-Other
CVE-2005-4464	NVD-CWE-Other
CVE-2005-4465	NVD-CWE-Other
CVE-2005-4466	NVD-CWE-Other
CVE-2005-4467	NVD-CWE-Other
CVE-2005-4468	NVD-CWE-Other
CVE-2005-4469	NVD-CWE-Other
CVE-2005-4470	NVD-CWE-Other
CVE-2005-4471	NVD-CWE-Other
CVE-2005-4472	NVD-CWE-Other
CVE-2005-4473	NVD-CWE-Other
CVE-2005-4474	NVD-CWE-Other
CVE-2005-4475	NVD-CWE-Other
CVE-2005-4476	NVD-CWE-Other
CVE-2005-4477	NVD-CWE-Other
CVE-2005-4478	CWE-89
CVE-2005-4479	NVD-CWE-Other
CVE-2005-4480	NVD-CWE-Other
CVE-2005-4481	NVD-CWE-Other
CVE-2005-4482	NVD-CWE-Other
CVE-2005-4483	NVD-CWE-Other
CVE-2005-4484	NVD-CWE-Other
CVE-2005-4485	CWE-79
CVE-2005-4486	NVD-CWE-Other
CVE-2005-4487	NVD-CWE-Other
CVE-2005-4488	NVD-CWE-Other
CVE-2005-4489	NVD-CWE-Other
CVE-2005-4490	NVD-CWE-Other
CVE-2005-4491	CWE-79
CVE-2005-4492	NVD-CWE-Other
CVE-2005-4493	NVD-CWE-Other
CVE-2005-4494	NVD-CWE-Other
CVE-2005-4495	CWE-89
CVE-2005-4496	NVD-CWE-Other
CVE-2005-4497	NVD-CWE-Other
CVE-2005-4498	NVD-CWE-Other
CVE-2005-4499	NVD-CWE-Other
CVE-2005-4500	CWE-89
CVE-2005-4501	NVD-CWE-Other
CVE-2005-4502	NVD-CWE-Other
CVE-2005-4503	NVD-CWE-Other
CVE-2005-4504	NVD-CWE-Other
CVE-2005-4505	NVD-CWE-Other
CVE-2005-4506	NVD-CWE-Other
CVE-2005-4507	NVD-CWE-Other
CVE-2005-4508	NVD-CWE-Other
CVE-2005-4509	NVD-CWE-Other
CVE-2005-4510	NVD-CWE-Other
CVE-2005-4511	NVD-CWE-Other
CVE-2005-4512	NVD-CWE-Other
CVE-2005-4513	NVD-CWE-Other
CVE-2005-4514	NVD-CWE-Other
CVE-2005-4515	CWE-89
CVE-2005-4516	NVD-CWE-Other
CVE-2005-4517	NVD-CWE-Other
CVE-2005-4518	NVD-CWE-Other
CVE-2005-4519	NVD-CWE-Other
CVE-2005-4520	NVD-CWE-Other
CVE-2005-4521	NVD-CWE-Other
CVE-2005-4522	NVD-CWE-Other
CVE-2005-4523	NVD-CWE-Other
CVE-2005-4524	NVD-CWE-Other
CVE-2005-4525	NVD-CWE-Other
CVE-2005-4526	NVD-CWE-Other
CVE-2005-4527	NVD-CWE-Other
CVE-2005-4528	NVD-CWE-Other
CVE-2005-4529	NVD-CWE-Other
CVE-2005-4530	NVD-CWE-Other
CVE-2005-4532	NVD-CWE-Other
CVE-2005-4533	NVD-CWE-Other
CVE-2005-4534	NVD-CWE-Other
CVE-2005-4536	NVD-CWE-Other
CVE-2005-4545	NVD-CWE-Other
CVE-2005-4546	NVD-CWE-Other
CVE-2005-4547	NVD-CWE-Other
CVE-2005-4548	NVD-CWE-Other
CVE-2005-4549	NVD-CWE-Other
CVE-2005-4550	NVD-CWE-Other
CVE-2005-4551	NVD-CWE-Other
CVE-2005-4552	NVD-CWE-Other
CVE-2005-4553	NVD-CWE-Other
CVE-2005-4554	NVD-CWE-Other
CVE-2005-4555	NVD-CWE-Other
CVE-2005-4556	NVD-CWE-Other
CVE-2005-4557	NVD-CWE-Other
CVE-2005-4558	NVD-CWE-Other
CVE-2005-4559	NVD-CWE-Other
CVE-2005-4560	CWE-20
CVE-2005-4563	NVD-CWE-Other
CVE-2005-4564	NVD-CWE-Other
CVE-2005-4565	NVD-CWE-Other
CVE-2005-4566	NVD-CWE-Other
CVE-2005-4567	NVD-CWE-Other
CVE-2005-4568	NVD-CWE-Other
CVE-2005-4569	NVD-CWE-Other
CVE-2005-4570	NVD-CWE-Other
CVE-2005-4571	NVD-CWE-Other
CVE-2005-4572	NVD-CWE-Other
CVE-2005-4573	CWE-94
CVE-2005-4574	NVD-CWE-Other
CVE-2005-4575	NVD-CWE-Other
CVE-2005-4576	NVD-CWE-Other
CVE-2005-4577	NVD-CWE-Other
CVE-2005-4578	NVD-CWE-Other
CVE-2005-4579	NVD-CWE-Other
CVE-2005-4580	NVD-CWE-Other
CVE-2005-4581	NVD-CWE-Other
CVE-2005-4582	NVD-CWE-Other
CVE-2005-4583	CWE-79
CVE-2005-4584	NVD-CWE-Other
CVE-2005-4585	NVD-CWE-noinfo
CVE-2005-4586	NVD-CWE-Other
CVE-2005-4587	NVD-CWE-Other
CVE-2005-4588	NVD-CWE-Other
CVE-2005-4589	NVD-CWE-Other
CVE-2005-4590	NVD-CWE-Other
CVE-2005-4591	NVD-CWE-Other
CVE-2005-4592	NVD-CWE-Other
CVE-2005-4593	NVD-CWE-Other
CVE-2005-4594	NVD-CWE-Other
CVE-2005-4595	NVD-CWE-Other
CVE-2005-4596	NVD-CWE-Other
CVE-2005-4597	NVD-CWE-Other
CVE-2005-4598	NVD-CWE-Other
CVE-2005-4599	NVD-CWE-Other
CVE-2005-4600	CWE-22
CVE-2005-4601	NVD-CWE-Other
CVE-2005-4602	NVD-CWE-Other
CVE-2005-4603	NVD-CWE-Other
CVE-2005-4604	NVD-CWE-Other
CVE-2005-4605	NVD-CWE-Other
CVE-2005-4606	CWE-89
CVE-2005-4607	NVD-CWE-Other
CVE-2005-4608	NVD-CWE-Other
CVE-2005-4609	NVD-CWE-Other
CVE-2005-4610	NVD-CWE-Other
CVE-2005-4611	NVD-CWE-Other
CVE-2005-4612	NVD-CWE-Other
CVE-2005-4613	NVD-CWE-Other
CVE-2005-4614	NVD-CWE-Other
CVE-2005-4615	NVD-CWE-Other
CVE-2005-4616	NVD-CWE-Other
CVE-2005-4617	CWE-89
CVE-2005-4618	NVD-CWE-Other
CVE-2005-4619	NVD-CWE-Other
CVE-2005-4620	NVD-CWE-Other
CVE-2005-4621	NVD-CWE-Other
CVE-2005-4622	NVD-CWE-Other
CVE-2005-4623	NVD-CWE-Other
CVE-2005-4624	NVD-CWE-Other
CVE-2005-4625	NVD-CWE-noinfo
CVE-2005-4626	NVD-CWE-Other
CVE-2005-4627	NVD-CWE-Other
CVE-2005-4628	NVD-CWE-Other
CVE-2005-4629	NVD-CWE-Other
CVE-2005-4630	NVD-CWE-Other
CVE-2005-4631	NVD-CWE-Other
CVE-2005-4632	CWE-89
CVE-2005-4634	NVD-CWE-Other
CVE-2005-4635	NVD-CWE-Other
CVE-2005-4636	NVD-CWE-Other
CVE-2005-4637	NVD-CWE-Other
CVE-2005-4638	NVD-CWE-Other
CVE-2005-4639	NVD-CWE-Other
CVE-2005-4640	NVD-CWE-Other
CVE-2005-4641	NVD-CWE-Other
CVE-2005-4642	NVD-CWE-Other
CVE-2005-4643	NVD-CWE-Other
CVE-2005-4644	NVD-CWE-Other
CVE-2005-4645	NVD-CWE-Other
CVE-2005-4646	NVD-CWE-Other
CVE-2005-4647	NVD-CWE-Other
CVE-2005-4648	NVD-CWE-Other
CVE-2005-4649	NVD-CWE-Other
CVE-2005-4650	NVD-CWE-Other
CVE-2005-4651	NVD-CWE-Other
CVE-2005-4652	NVD-CWE-Other
CVE-2005-4653	NVD-CWE-Other
CVE-2005-4654	NVD-CWE-Other
CVE-2005-4655	NVD-CWE-Other
CVE-2005-4656	NVD-CWE-Other
CVE-2005-4657	NVD-CWE-Other
CVE-2005-4658	CWE-79
CVE-2005-4659	NVD-CWE-Other
CVE-2005-4660	NVD-CWE-Other
CVE-2005-4661	NVD-CWE-Other
CVE-2005-4662	NVD-CWE-Other
CVE-2005-4663	NVD-CWE-Other
CVE-2005-4664	NVD-CWE-Other
CVE-2005-4665	NVD-CWE-Other
CVE-2005-4666	NVD-CWE-Other
CVE-2005-4667	CWE-119
CVE-2005-4668	NVD-CWE-Other
CVE-2005-4669	NVD-CWE-Other
CVE-2005-4670	NVD-CWE-Other
CVE-2005-4671	NVD-CWE-Other
CVE-2005-4672	NVD-CWE-Other
CVE-2005-4673	NVD-CWE-Other
CVE-2005-4674	NVD-CWE-Other
CVE-2005-4675	NVD-CWE-Other
CVE-2005-4676	NVD-CWE-Other
CVE-2005-4677	NVD-CWE-Other
CVE-2005-4678	NVD-CWE-Other
CVE-2005-4679	NVD-CWE-Other
CVE-2005-4680	NVD-CWE-Other
CVE-2005-4681	NVD-CWE-Other
CVE-2005-4682	NVD-CWE-Other
CVE-2005-4683	NVD-CWE-Other
CVE-2005-4684	NVD-CWE-Other
CVE-2005-4685	NVD-CWE-Other
CVE-2005-4686	NVD-CWE-Other
CVE-2005-4687	NVD-CWE-Other
CVE-2005-4688	NVD-CWE-Other
CVE-2005-4689	NVD-CWE-Other
CVE-2005-4690	NVD-CWE-Other
CVE-2005-4691	NVD-CWE-Other
CVE-2005-4692	NVD-CWE-Other
CVE-2005-4693	NVD-CWE-Other
CVE-2005-4694	NVD-CWE-Other
CVE-2005-4695	NVD-CWE-Other
CVE-2005-4696	NVD-CWE-Other
CVE-2005-4697	NVD-CWE-Other
CVE-2005-4698	NVD-CWE-Other
CVE-2005-4699	NVD-CWE-Other
CVE-2005-4700	NVD-CWE-Other
CVE-2005-4701	NVD-CWE-Other
CVE-2005-4702	NVD-CWE-Other
CVE-2005-4703	NVD-CWE-Other
CVE-2005-4704	NVD-CWE-Other
CVE-2005-4705	NVD-CWE-Other
CVE-2005-4706	NVD-CWE-Other
CVE-2005-4707	NVD-CWE-Other
CVE-2005-4708	NVD-CWE-Other
CVE-2005-4709	NVD-CWE-Other
CVE-2005-4710	NVD-CWE-Other
CVE-2005-4711	CWE-89
CVE-2005-4712	NVD-CWE-Other
CVE-2005-4713	NVD-CWE-Other
CVE-2005-4714	NVD-CWE-Other
CVE-2005-4715	NVD-CWE-Other
CVE-2005-4716	NVD-CWE-Other
CVE-2005-4717	NVD-CWE-Other
CVE-2005-4718	NVD-CWE-Other
CVE-2005-4719	NVD-CWE-Other
CVE-2005-4720	NVD-CWE-Other
CVE-2005-4721	NVD-CWE-Other
CVE-2005-4722	NVD-CWE-Other
CVE-2005-4723	NVD-CWE-Other
CVE-2005-4724	NVD-CWE-Other
CVE-2005-4725	NVD-CWE-Other
CVE-2005-4726	NVD-CWE-Other
CVE-2005-4727	NVD-CWE-Other
CVE-2005-4728	NVD-CWE-Other
CVE-2005-4729	NVD-CWE-Other
CVE-2005-4730	NVD-CWE-Other
CVE-2005-4731	NVD-CWE-Other
CVE-2005-4732	NVD-CWE-Other
CVE-2005-4733	NVD-CWE-Other
CVE-2005-4734	NVD-CWE-Other
CVE-2005-4735	NVD-CWE-Other
CVE-2005-4736	NVD-CWE-Other
CVE-2005-4737	NVD-CWE-Other
CVE-2005-4738	NVD-CWE-Other
CVE-2005-4739	NVD-CWE-Other
CVE-2005-4740	NVD-CWE-Other
CVE-2005-4741	NVD-CWE-Other
CVE-2005-4742	NVD-CWE-Other
CVE-2005-4743	NVD-CWE-Other
CVE-2005-4744	NVD-CWE-Other
CVE-2005-4745	NVD-CWE-Other
CVE-2005-4746	NVD-CWE-Other
CVE-2005-4747	NVD-CWE-Other
CVE-2005-4748	NVD-CWE-Other
CVE-2005-4749	NVD-CWE-Other
CVE-2005-4750	NVD-CWE-Other
CVE-2005-4751	NVD-CWE-Other
CVE-2005-4752	NVD-CWE-Other
CVE-2005-4753	NVD-CWE-Other
CVE-2005-4754	NVD-CWE-Other
CVE-2005-4755	NVD-CWE-Other
CVE-2005-4756	NVD-CWE-Other
CVE-2005-4757	NVD-CWE-Other
CVE-2005-4758	NVD-CWE-Other
CVE-2005-4759	NVD-CWE-Other
